airline_code,airline_name,website,airline_name_zh
NT,Binter Canarias,https://www.bintercanarias.com/,none
NU,Japan Transocean Air,https://jta-okinawa.com/,日本越洋航空
NV,Iranian Naft Airline,http://www.air-central.co.jp/,中部航空
NW,Northwest Airlines,http://www.nwa.com,西北航空
NX,Air Macau,http://www.airmacau.com.mo/,澳門航空
NY,Air Iceland,http://www.airiceland.is,冰岛国内航空
NZ,Air New Zealand,http://www.eagleair.co.nz,飛鷹航空
O7,Orenburg Region Airlines,http://www.orenairport.ru/eng/ak-orenburzhe/,none
O9,Nova Airways,http://www.novaairways.com,none
OA,Olympic Air,http://www.olympicairlines.com/,奥林匹克航空
OB,Boliviana de Aviación (BoA),https://www.boa.bo,玻利維亞航空
OC,Oriental Air Bridge,http://www.omni.pt/,PGA快運航空
OD,Malindo Airways,http://www.malindoair.com,马来西亚峇迪航空
OE,Lauda,http://www.cairoaviation.com/,開羅航空 (1998年)
OF,Overland Airways,http://www.overlandairways.com/,芬兰航空 (2003年成立)
OG,Air Freight NZ,https://flyplay.com/,One-Two-GO航空
OH,PSA Airlines,http://www.comair.com,none
OI,Hinterland Aviation,http://www.hinterlandaviation.com.au/,none
OJ,Fly Jamaica Airways,https://www.solaair.se/,牙買加飛天航空
OK,Czech Airlines,https://www.csa.cz/,捷克航空
OL,Polynesian Airlines,http://samoaairways.com/,薩摩亞航空
OM,Miat Mongolian Airlines,https://miat.com,蒙古民用航空
ON,Nauru Airlines,https://www.nauruair.com/,諾魯航空
OO,SkyWest Airlines,https://www.skywest.com/,天西航空
OP,Air Pegasus,http://flypassionair.com,卓克斯海洋航空
OQ,Chongqing Airlines,http://www.flycq.com/,重庆航空
OR,TUI Airlines Netherlands,http://www.flyorcaair.com/,克里米亚航空
OS,Austrian Airlines,https://www.austrian.com/,奧地利航空
OT,Tchadia Airlines,https://www.orange2fly.com/,乍得国家航空
OU,Croatia Airlines,https://www.croatiaairlines.com/,克罗地亚航空
OV,SalamAir,https://salamair.com/,爱沙尼亚航空
OW,Skyward Express,https://skywardairlines.co.ke/,none
OX,Orient Thai Airlines,http://www.flyorientthai.com/,泰國東方航空
OY,Andes Líneas Aéreas,https://www.oai.aero/,全能國際航空
OZ,Asiana Airlines,https://www.flyasiana.com,韓亞航空
P0,Proflight Commuter,http://www.flyzambia.com/,none
P1,Publiccharters Com,http://texassky.com/,none
P2,Airkenya Express,http://www.smallplanet.aero/,意大利小行星航空
P3,CargoLogicAir,http://www.cargologicair.com/,none
P4,Aerolineas Sosa,http://www.flyairpeace.com/,和平航空
P5,Copa Airlines Colombia,http://www.wingo.com/,哥倫比亞巴拿馬航空
P6,Pascan Aviation,http://www.privilegestyle.com/,none
P8,SprintAir,http://sprintair.eu,湄公航空
P9,Peruvian Airlines,http://www.peruvian.pe/pe/en/,秘鲁人航空
PA,Airblue,http://www.pelair.com.au,泛美航空
PB,Provincial Airlines,https://www.palairlines.ca/fr/,巴西泛空航空
PC,Pegasus Airlines,https://www.flypgs.com/ru,飛馬航空
PD,Porter Airlines,https://www.flyporter.com/fr-ca/,波特航空
PE,Peoples Viennaline,http://www.pacificairexpress.com.au/,菲伯斯阿波羅航空
PF,Primera Air Scandinavia,https://www.airsial.com/,派美拉航空
PG,Bangkok Airways,http://www.bangkokair.com,曼谷航空
PH,Transavia Denmark,https://phoenixair.com/,丹麦泛航航空
PI,Polar Airlines,http://polarair.ru/,none
PJ,Air Saint Pierre,http://www.princelyjets.com/,圣皮埃尔航空
PK,Pakistan International Airlines (PIA),http://www.riau-airlines.com,巴基斯坦国际航空
PL,Southern Air Charter,http://www.southernaircharter.com,秘魯航空
PM,Canaryfly,http://www.canaryfly.es/,none
PN,China West Air,http://www.chinawestair.com,西部航空
PO,Polar Air Cargo,https://www.polaraircargo.com/,博立貨運航空
PP,Jet Aviation Business,http://www.jetaviation.com/,none
PQ,AirAsia Philippines,http://www.skyup.aero/,none
PR,Philippine Airlines,https://parsair.ir/,菲律賓航空
PT,Piedmont Airlines,http://www.westatlantic.eu,瑞士私人航空
PU,Plus Ultra Líneas Aéreas,https://www.plusultra.com,烏拉圭航空
PV,Saint Barth Commuter,http://www.aslairlines.es,瑞士私人航空
PW,Precision Air,https://www.precisionairtz.com/,精密航空
PX,Air Niugini,http://www.airniugini.com.pg,新畿內亞航空
PY,Surinam Airways,http://www.flyslm.com/en/home/,蘇里南航空
PZ,LATAM Paraguay,https://www.latam.com/es_py/,巴拉圭南美航空
Q2,Maldivian,http://www.maldivian.aero/,馬爾代夫航空
Q3,Anguilla Air Services,http://www.zambianairways.com:80/,none
Q4,Aviation Starlink,http://www.starlinkaviation.com/,斯威士蘭快運航空
Q7,Sky Bahamas Airlines,http://www.flyswiftair.com,none
Q8,Trans Air Congo,http://www.peacairlines.com/,太平洋東亞貨運航空
Q9,Airliaison,http://www.afrinat.com,none
QA,Cimber,http://www.mexicana.com,none
QB,Qeshm Air,https://www.qeshm-air.com/,none
QC,Camair-Co,http://www.camair-co.cm/,喀麥隆航空 (2006年)
QD,Dobrolet Airlines,https://www.jcairlines.com/,柬埔寨JC国际航空
QE,Fars Qeshm Airlines,https://web.archive.org/web/20080723190842/http://www.farsair.com/,none
QF,Qantas,http://www.qantaslink.com.au/,阳光州航空
QG,Citilink Indonesia,http://www.g-airways.com/,連城航空
QH,Air Bamboo,https://www.bambooairways.com/en/,越竹航空
QK,Jazz Aviation,http://www.airnova.ca/,爵士航空
QL,Linea Aerea De Servicio,https://www.laserairlines.com/,激光航空
QM,Monacair,https://monacair.mc/,馬拉維航空 (1964年成立)
QO,Quantum Air,http://www.aeromexicocargo.com.mx,none
QP,Air Kenya Aviation,http://akasaair.com/,none
QQ,Alliance Airlines,http://www.allianceairlines.com.au/,none
QR,Qatar Airways,https://www.qrcargo.com/,卡塔尔航空
QS,Smartwings,https://www.smartwings.com/,SmartWings
QT,Tampa Cargo,http://www.regionalpacific.com.au/,none
QU,UTair Ukraine,https://skylineexpress.aero/,none
QV,Lao Airlines,http://www.laoairlines.com/,老撾航空
QW,Qingdao Airlines,https://www.qdairlines.com/,青岛航空
QX,Horizon Air,http://www.horizonair.com/,none
QZ,Indonesia AirAsia,https://www.airasia.com/en/gb,印尼亞洲航空
R0,MS Royal Airlines,http://www.ras.com.pk/,none
R2,Transair,http://www.orenair.ru,none
R3,Yakutia Airlines,http://www.yakutia.aero,雅庫特航空
R5,Jordan Aviation,http://www.jordanaviation.jo,約旦航空
R6,DOT LT,http://www.rusaviation.com/,none
R7,Aserca,http://www.asercaairlines.com,none
R9,TAF Linhas Aereas,http://www.voetaf.com.br/,none
RA,Nepal Airlines,http://nepalairlines.com.np/,尼泊尔航空
RB,Syrian Arab Airlines,https://syrian-airlines.net/,叙利亚航空
RC,Atlantic Airways,http://www.atlantic.fo,大西洋航空 (法羅群島)
RE,Stobart Air,https://airhubairlines.com/,阿倫群島航空
RF,Aero K,https://www.aerok.com/kr,可依航空
RG,Rotana Jet,http://www.rotanajet.com/,里约格朗德航空
RH,Robin Hood Aviation,http://www.rpxholding.com/index.php,滿洲航空
RI,Air Costa Rica,http://www.tigerair.com/id/en/,曼達拉欣豐虎航
RJ,Royal Jordanian,http://www.rj.com,皇家約旦航空
RK,Region Airline,http://www.ryanair.com/,英國瑞安航空
RL,Royal Flight,http://www.royalflight.ru/,俄羅斯皇家航空
RM,Aircompany Armenia,https://airdilijans.com,none
RO,TAROM,https://www.tarom.ro/,羅馬尼亞航空
RP,Chautauqua Airlines,http://www.baseairlines.hu,none
RQ,Kam Air,https://www.kamair.com/,卡姆航空
RR,Royal Air Force,https://www.buzzair.com/,巴茲航空 (瑞安航空)
RS,Air Seoul,http://flyairseoul.com,首爾航空
RT,Rainbow Airlines,https://uvtaero.ru/,鞑靼斯坦东南航空
RU,Air Bridge Cargo,http://www.airbridgecargo.com/,空橋貨運航空
RV,Air Canada Rouge,http://www.reeveair.com/,加拿大胭脂航空
RW,Royal Air Charter Service,http://www.thairegionalairlines.com/,none
RX,Regent Airways,https://www.riyadhair.com,麗晶航空
RY,Jiangxi Air,http://www.airjiangxi.com/,皇翼航空
RZ,SANSA Airlines,http://www.flysansa.com,none
S0,Aerolineas Sosa,http://www.slok-air.com/,none
S1,Lufthansa Systems,http://www.sauryaairlines.com/,太陽航空
S2,Jet Lite,http://www.jetlite.com,none
S3,SBA Airlines,http://www.sbairlines.com,圣巴巴拉航空
S4,SATA International,https://www.azoresairlines.pt/,亞速爾航空
S5,Shuttle America,http://www.shuttleamerica.com/,小星球航空
S6,Sunrise Airways,http://www.sunriseairways.net,日出航空
S7,S7 Airlines,https://www.s7.ru/ru/,西伯利亚航空
S8,Sounds Air,http://www.skycapitalairlines.com/,none
S9,Starbow,https://flysua.com/,none
SA,South African Airways,http://www.sabahair.com.my,南非航空
SB,Aircalin,https://www.aircalin.com/,喀里多尼亞航空
SC,Shandong Airlines,http://www.shandongair.com.cn/,山东航空
SD,Sudan Airways,https://www.sudanair.com/,苏丹航空
SF,Tassili Airlines,http://www.tassiliairlines.dz,塔斯利航空
SG,SpiceJet,http://www.jetsgo.net/,香料航空
SH,Sharp Aviation,http://www.simrikairlines.com/,none
SI,Blue Islands,http://www.susiair.com/,蓝色群岛航空
SJ,Sriwijaya Air,https://web.archive.org/web/20080316194315/http://www.aerolineasperuanas.com/aviandina/index.htm,三佛齊航空
SK,Scandinavian Airlines,http://www.sascargo.com/,北歐航空貨運集團
SL,Thai Lion Air,http://www.lionairthai.com/,泰國獅子航空
SM,Air Cairo,https://aircairo.com/,開羅航空 (2004年)
SN,Brussels Airlines,https://www.brussels-airlines.com,布魯塞爾航空
SO,Apex Airline,http://www.sunairgroup.com/,none
SP,SATA Air Açores,http://www.skypasada.com,SATA亚速尔航空
SQ,Singapore Airlines,http://www.siacargo.com,新加坡航空貨運
SR,SundAir,https://www.sundair.com/,瑞士航空
SS,Corsair,https://www.flycorsair.com,科西嘉国际航空
ST,Germania,http://www.sitaair.com.np/,日耳曼尼亞航空
SU,Aeroflot,http://www.aeroflot.ru/cms/,俄羅斯航空
SV,Saudia,https://www.saudiacargo.com/,沙特阿拉伯航空
SW,Air Namibia,http://www.airnamibia.com.na,纳米比亚航空
SX,SkyWork Airlines,http://www.skybus.com,馬其頓航空 (希臘)
SY,Sun Country,http://www.sky-aviation.co.id,太阳城航空
SZ,Somon Air,http://www.cswa.com,中国西南航空
T0,Avianca Perú,http://www.avianca.com/en-pe/,秘魯哥倫比亞航空
T1,Tik Systems,http://www.flybestair.com,none
T3,Eastern Airways,https://www.easternairways.com,英國東方航空
T4,Trip,http://www.junik.lv/~tea/,none
T5,Turkmenistan Airlines,https://turkmenistanairlines.tm/,土库曼斯坦航空
T6,ITI Air,http://www.air-swift.com,none
T7,Twin Jet,http://www.flykpa.com/,泛全球航空
T9,Aviator Aviation,http://www.transcarga.aero/,环子午线航空
TA,Avianca El Salvador,http://www.avianca.com/en-sv/,none
TB,TUIfly Belgium,https://www.tuifly.fr,川普航空
TC,Air Tanzania,https://www.airtanzania.co.tz,坦桑尼亞航空
TD,Atlantis European Airways,http://atlantis.am/,none
TE,Sky Taxi,https://skytaxi.aero,立陶宛航空
TF,Braathens Regional Aviation,https://www.flygbra.se/,布拉森支線航空服務
TG,Thai Airways,http://www.thaiairways.com,泰國國際航空
TH,Raya Airways,http://rayaairways.com,泰國航空
TI,Tailwind Hava Yollari As,http://www.tailwind.com.tr/,none
TJ,Tradewind Aviation,https://www.flytradewind.com/,秘鲁国营航空
TK,Turkish Airlines,https://www.anadolujet.com/,土耳其航空
TL,Airnorth,https://www.airnorth.com.au/,none
TM,Lam Mozambique,https://www.lam.co.mz/,莫桑比克航空
TN,Air Tahiti Nui,http://www.airtahitinui.com/,跨澳航空
TO,Transavia France,http://www.presidentairlines.com,總統航空
TP,TAP Portugal,https://www.flytap.com/,TAP快運航空
TQ,Tandem Aero,http://www.flytailwind.com/,串联航空
TR,Scoot,http://www.travira-air.com,酷航
TS,Air Transat,https://www.airtransat.com/fr-CA/accueil,越洋航空
TT,Tigerair Australia,http://www.airlithuania.lt/Default.asp?DL=E,澳洲虎航
TU,Tunisair,https://www.turpialairlines.com/,突尼斯航空
TV,Tibet Airlines,http://www.virginexpress.com/,西藏航空
TW,T'way Air,http://www.twa.com,環球航空
TX,Air Caraibes,http://www.aircaraibes.com,加勒比海航空
TY,Air Caledonie,http://www.orbest.com/,none
U2,easyJet,https://easyjet.com,易捷航空
U3,Avies,http://skygates.aero/,天門航空
U4,Buddha Air,http://www.buddhaair.com/,佛陀航空
U5,Karinou Airlines,https://skyup.aero/en/,none
U6,Ural Airlines,http://www.uralairlines.ru,烏拉爾航空
U7,Air Uganda,http://www.air-uganda.com/,none
U8,Tus Airways,http://tusairways.com/,图斯航空
U9,Tatarstan Air,http://www.tatarstan.aero/en,none
UA,United Airlines,https://www.united.com,泰德航空
UB,Myanmar National Airlines,https://secure.flymna.com,全球货运航空
UC,LAN Cargo,http://www.latamcargo.com/,智利南美货运航空
UD,Hex Air,https://urairlines.com/,none
UE,Nasair,http://www.nasair.aero/,纳塞尔航空
UF,Um Air,https://www.pas.com.eg/,石油航空服务公司
UG,Tunisair Express,https://www.tunisairexpress.net/,none
UH,AtlasJet Ukraine,http://www.atlasglb.com.ua/,none
UI,Auric Air Services,http://www.auricair.com/,欧洲塞浦路斯航空
UJ,AlMasria Universal Airlines,https://usajet.aero/,美国捷特航空
UK,Vistara,http://www.airvistara.com,塔新航空
UL,SriLankan Airlines,http://www.srilankan.com,斯里蘭卡航空
UM,Air Zimbabwe,https://www.airzimbabwe.aero,津巴布韋航空
UN,Transaero Airlines,http://www.transaero.ru,全祿航空
UO,Hong Kong Express Airways,http://www.hkexpress.com,香港快運
UP,Bahamasair,https://www.bahamasair.com/,巴哈馬航空
UQ,Business Aviation Centre,http://www.urumqi-air.com/,烏魯木齊航空
UR,Uganda Airlines,http://www.azurair.de/,none
US,US Airways,http://piedmont-airlines.com/,山麓航空
UT,UTair Aviation,http://www.utair.ru,法國聯合航空
UU,Air Austral,https://www.flyuia.com/ua/ua,烏克蘭國際航空
UV,Helicopteros Del Sureste,http://www.airuniversalltd.com/,none
UX,Air Europa,https://aeronova.eu,欧罗巴快运航空
UY,Sky Prime Charter,http://aircaucasus.com/,喀麥隆航空 (1971年)
UZ,Buraq Air,http://www.buraq.aero/,none
V0,Conviasa,http://www.conviasa.aero,委內瑞拉聯合航空
V2,Vision Airlines,http://www.visionairlines.com/,none
V3,Carpatair,http://www.carpatair.com,喀尔巴阡航空
V4,Vieques Air Link,http://viequesairlink.com,none
V5,Aerovias DAP,http://www.avolar.com.mx/,多瑙之翼航空
V6,Air Link,http://www.vip.ec,none
V7,Volotea,https://www.volotea.com,維羅提航空
V8,Iliamna Air,http://www.airmikisew.com/,阿特朗航空
V9,Van Air Europe,http://www.vanair.org/,巴什克利安航空
VA,Virgin Australia,http://www.vaustralia.com.au,V澳洲航空
VB,Aeroenlaces Nacionales,http://www.vivaaerobus.com/,愉快空中巴士航空
VC,ViaAir,https://www.flyviaair.com/,none
VD,Hennan Airlines,http://www.kunpeng-air.com/,鲲鹏航空
VE,EasyFly,https://clicair.co/,none
VF,Fly Armenia Airways,http://www.flyviking.no/en,维京航空 (挪威)
VG,VLM Airlines,http://www.flyvlm.com,暹羅航空
VH,Viva Air Colombia,http://www.aeropostal.com/2014/home/aeropostal.com,哥伦比亚愉快航空
VI,Volga Dnepr Airline,http://www.volga-dnepr.com,伏爾加-第聶伯航空
VJ,VietJet Air,http://www.royal-air-cambodge.net,柬埔寨皇家航空
VK,Anisec Luftfahrt,https://flyvaluejet.com/,通加魯航空
VL,Air VIA,https://www.lufthansa-city.com/,美德視野航空
VM,Max Air,http://www.aerochaco.com.ar/,none
VN,Vietnam Airlines,http://www.ravsa.com.ve/,越南航空 (越南共和国)
VO,VLM Airlines Slovenia,http://www.tyrolean.at,蒂羅林航空
VP,Villa Air,http://www.flyme.mv,印度支那航空
VQ,Novoair,http://www.vpj.com,諾沃航空
VR,Tacv Cabo Verde Airlines,http://www.varesh.aero/,佛得角航空
VS,Virgin Atlantic,http://www.virgin-atlantic.com,維珍航空
VT,Air Tahiti,http://www.airtahiti.pf,大溪地航空 (1953年)
VU,Vuelos Economicos,http://www.vecaairlines.com,象牙航空
VV,Viva Airlines Peru,http://www.aerosvit.com,秘鲁愉快航空
VW,Aeromar,https://aeromar.mx/es,none
VX,Virgin America,http://www.acescolombia.com.co/,維珍美國航空
VY,Vueling,https://www.vueling.com,國華航空
VZ,Thai Vietjet Air,https://www.vietjetair.com,泰國越捷航空
W2,Flexflight,http://www.maastricht-airlines.com,連結航空
W3,Arik Air,http://www.arikair.com/,阿瑞克航空
W4,LC Péru,https://wizzair.com/en-gb/cheap-flights-from-malta,LC秘鲁航空
W5,Mahan Airlines,https://www.mahan.aero/fa/,馬漢航空
W6,Wizz Air,https://wizzair.com,維茲航空
W7,Sayakhat Airlines,http://www.sayakhat.kz/,none
W8,Caribbean Winds Airlines,https://cargojet.com,none
W9,Wizz Air,http://www.wizzair.com/,英國維茲航空
WA,KLM Cityhopper,http://www.klmcityhopper.nl/,荷蘭皇家城市短途航空
WB,Rwandair,http://www.wanair.pf/,盧安達航空
WC,Islena Airlines,http://www.flyislena.com/,洪都拉斯哥倫比亞航空
WD,Amsterdam Airlines Bv,http://modern.com.br/,金邊國際航空
WE,Thai Smile Airways,https://www.thaismileair.com/,泰國微笑航空
WF,Widerøe,https://wideroe.no/en,威德羅航空
WG,Sunwing Airlines,https://wiggins-air.com/,台灣航空
WH,West African Airlines,http://www.westairbenin.com/index.php,德國區域航空
WI,White Airways,http://www.flywhite.com,白色航空
WJ,Air Labrador,https://www.jetsmart.com/ar/es/,none
WK,Edelweiss Air,https://www.flyedelweiss.com/EN/,雪絨花航空
WL,European Coastal Airlines,http://www.ec-air.eu/,none
WM,Windward Island Airways,http://www.fly-winair.sx,向風群島航空
WN,Southwest Airlines,https://espanol.southwest.com/,西南航空
WO,World Airways,https://www.flyswoop.com/,Swoop航空
WP,Island Air,https://airantwerp.com/,海島航空
WQ,Romavia,http://www.romavia.ro/,none
WR,WestJet Encore,http://www.westjet.com/encore,西捷安可航空
WS,WestJet,https://www.westjet.com/fr-ca,西捷航空
WT,Swiftair,http://www.wasaya.com/,none
WU,Tikal Jets Airlines,http://www.westernairbahamas.com/,乌克兰维兹航空
WV,Aero VIP,http://www.grupo7air.com/,none
WW,Wow Air,http://www.westwing.com.au/,沃奥航空
WX,CityJet,https://www.cityjet.com/,城捷航空
WY,Oman Air,http://www.omanair.com,阿曼航空
WZ,Red Wings Airlines,http://www.acvila-air.ro,紅翼航空
X3,TUIfly,http://www.hlx.com/,德国途易航空
X4,Air Excursions,http://www.vanair.vu/,none
X7,Challenge Aero,http://www.airservice.aero/?id_Sessionlangue=2,加蓬服務航空
X9,Avion Express,https://avionexpress.aero/,冰岛国内航空 (2003年)
XC,Corendon Airlines,http://www.corendon-airlines.com/,克雷顿航空
XE,Delux Public Charter,http://www.keair.co.kr/,韩国快运航空
XF,Vladivostok Air,http://www.vladivostokavia.ru/,海參崴航空
XG,Sun Express Germany,http://www.sunexpress.de/,德国太阳快运航空
XH,Non Iata Codeshare Carrier,http://alexandriaairlines.net/,亞歷山大航空
XJ,Thai AirAsia X,http://www.airasia.com/,泰國亞洲航空長途
XK,Air Corsica,http://www.aircorsica.com,科西嘉航空
XL,LATAM Ecuador,https://www.latam.com/es_ec/,厄瓜多爾南美航空
XM,Zimex Aviation,http://www.zimex.ch/,J-Air
XN,XpressAir,https://www.mexicana.gob.mx/,快速航空
XO,Seair,http://www.flyseair.com/,中国新疆航空
XP,Xtra Airways,http://www.flyskyvalue.com,none
XQ,SunExpress,https://www.sunexpress.com/tr/,太阳快运航空
XR,Corendon Airlines Europe,https://www.corendonairlines.com/,none
XT,Indonesia AirAsia X,http://www.skystarairways.com/,印尼亞洲航空長途
XU,African Express Airways,http://www.africanexpress.net/,非洲快运航空
XW,NokScoot,http://www.nokscoot.com/en/,酷鳥航空
XY,Flynas,http://www.flynas.com,納斯航空
XZ,South African Express,https://www.aeroitalia.com/,南非快運航空
Y2,"Air Century, S.A.",http://www.aircentury.com/,none
Y4,Volaris,http://www.volaris.com,沃拉里斯航空
Y5,Golden Myanmar Airlines,http://gmairlines.com/,none
Y6,AB Aviation,http://www.cambodiaairlines.com.kh,柬埔寨航空 (1997年)
Y7,NordStar,http://www.fly-jet.com/,none
Y8,Yangtze River Express,http://www.yzr.com.cn/,金鵬航空
Y9,Kish Airlines,http://www.kishairline.com/,none
YB,Harbour Air Seaplanes,http://www.borajet.com.tr/,none
YC,Yamal Airlines,http://www.yamal-airlines.ru,西方航空 (澳洲)
YD,Mauritania Airways,http://wayback.archive.org/*/http://www.gomelavia.com/,none
YE,Yan Air,http://yanair.com.ua/,none
YG,South Airlines,http://www.yto.net.cn/,南部航空
YI,Yunnan Yingan Airline,https://oya.aero/,云南英安航空
YJ,Asian Wings Airways,https://www.nac.co.za/,AMC航空
YK,Avia Traffic Company,http://www.aero.kg/,交通航空
YL,Libyan Wings,http://libyanwings.ly/,U航空
YM,Montenegro Airlines,http://www.montenegroairlines.com,指南針航空 (澳洲)
YN,Air Creebec,https://www.aircreebec.ca/fr/,none
YO,Heli Air Monaco,https://www.heliairmonaco.com/fr/index.html,摩納哥直升機航空
YP,Perimeter Aviation,https://airpremia.com/,普莱米娅航空
YQ,TAR Aerolíneas,http://tarmexico.com/,none
YR,Scenic Airlines,http://www.scenic.com,none
YS,Regional,http://regional.com,歐洲區域航空
YT,Yeti Airlines,http://www.yetiairlines.com,雪人航空
YU,Euroatlantic Airways,http://www.flyeuroatlantic.pt/,歐洲大西洋航空
YV,Mesa Airlines,http://www.mesa-air.com,none
YW,Air Nostrum,https://www.airnostrum.es/,諾斯特姆航空
YX,Republic Airline,https://rjet.com,none
YZ,Alas Uruguay,http://www.alasuruguay.com.uy/,none
Z0,Norse Atlantic Airways,https://flynorse.com,none
Z2,AirAsia Zest,http://www.slovenianspirit.com/index.php?home_en,菲律宾亚洲航空
Z3,PM Air,http://www.avcargo.co.uk,none
Z4,Zagrosjet,http://www.zagrosjet.com,祖恩航空
Z6,Dniproavia,http://www.dniproavia.com/,第聶伯航空
Z7,Amaszonas Uruguay,http://flyafrica.com,none
Z8,Línea Aérea Amaszonas,http://www.amaszonas.com,none
Z9,Jsc Bek Air,https://www.bekair.aero/,貝克航空
ZA,Sky Angkor Airlines,http://www.accessair.com,天空吳哥航空
ZB,Monarch Airlines,https://www.airalbania.com.al/en/,阿爾巴尼亞航空
ZC,Fly Africa Zimbabwe,http://flykorongo.com/index_en.html,皇家斯威士國家航空
ZD,Ewa Air,http://www.ewa-air.com/,none
ZE,Eastar Jet,http://www.aazteca.com.mx,易斯達航空
ZF,Azur Air,http://www.azurair.com/,藍色航空 (俄羅斯)
ZG,Zipair,https://www.zipairtokyo.com/,ZIPAIR Tokyo
ZH,Shenzhen Airlines,http://www.shenzhenair.com/,深圳航空
ZI,Aigle Azur,http://www.aigle-azur.com/,蓝鹰航空
ZK,Great Lakes Airlines,http://www.flygreatlakes.com,none
ZL,Regional Express,http://www.rex.com.au,區域快線航空
ZM,Pegasus Asia,http://www.airmanas.com/,瑪納斯航空
ZN,Naysa,http://www.naysa.es/,none
ZP,Paranair,https://www.paranair.com,丝绸之路航空
ZQ,Azman Air,https://airmontenegro.com/en,none
ZR,Punto Azul,http://www.flypuntoazul.gq/,none
ZS,Kazaviaspas,http://www.solinair.si/,索林航空
ZT,Titan Airways,http://www.titan-airways.com/,泰坦航空
ZU,Sunair,http://www.sunair.co.nz/,太陽神航空
ZV,V Air,https://flyaerus.com/,威航
ZW,Air Wisconsin,http://www.airwis.com,none
ZX,Air Georgian,http://www.flyzoom.com,none
ZY,China Air Cargo,http://www.skyairlines.net/,天空航空 (土耳其)
A1,APG Distribution System,none,none
AO,Air Juan Aviation,none,澳亞航空 (2001年)
C0,Centralwings,none,none
C1,Tectimes Sudamerica,none,none
DQ,Delta Connection,none,none
F1,Farelogix,none,none
G2,Galeyr Airline,none,善飞货运航空
H1,Hahn Air Systems,none,none
H8,Chilejet,none,none
HI,Papillon Airways,none,none
HL,,none,none
I1,CTS Viaggi,none,none
IU,Hevilift,none,none
J5,Alaska Seaplane Service,none,none
L1,E Savtravel,none,none
L9,Belle Air Europe,none,none
NB,Skypower Express Airways,none,none
NR,Manta Air,none,none
O2,Jet Air,none,none
O4,Antrak Air,none,none
O5,Comores Aviation International,none,none
PS,Ukraine International Airlines,none,太平洋西南航空
Q0,Quebecair Express,none,none
Q1,Sqiva Sistem,none,none
Q5,Forty Mile Air,none,none
QJ,Latpass Airlines,none,none
QN,Skytrans Regional,none,亞美尼亞航空 (2003年)
QY,European Air Transport,none,欧洲航空运输
R4,Real Tonga,none,none
R8,Kyrgyzstan Airlines,none,國營吉爾吉斯航空
RN,Rayani Air,none,清真航空
T2,Fly Art,none,泰國貨運航空
U1,Videcom International,none,none
V1,IBS Software Services Americas,none,none
W1,WorldTicket,none,none
X1,Hahn Air Technologies,none,none
X6,Airlines Reporting Corp,none,none
XB,IATA,none,none
XD,Scheduled Airlines Traffic Offices,none,none
XS,SITA,none,none
Y0,Yellow Airtaxi,none,none
Y1,Travel Technology Interactive,none,none
Y3,Gryphon Airlines,none,none
YA,Nego Airline One,none,none
YH,Yangon Airways,none,西加勒比航空
Z5,GMG Airlines,none,none
ZJ,Zambezi Airlines,none,none
ZZ,Airline Service,none,none
_0B,Blue Air,none,none
_0C,Catovair,none,none
_0J,Premium Jet AG,none,none
_0O,STA Travel,none,none
_0P,Palau Pacific Airways,none,none
_0V,Vietnam Air Services Company,none,none
_0W,W Caribbean Costa Rica,none,none
_1A,Amadeus,none,none
_1B,Abacus,none,none
_1C,EDS Information Business,none,none
_1D,Raddix Solutions,none,none
_1E,Travelsky Technology,none,none
_1F,Infini Travel Information,none,none
_1G,Travelport Galileo,none,none
_1H,Sirena Travel,none,none
_1I,Netjets Aviation,none,none
_1J,Axess International,none,none
_1K,Sutra,none,none
_1L,Navitaire Open Skies,none,none
_1M,Sirena Jsc,none,none
_1N,Navitaire New Skies,none,none
_1O,Phoenix Systems Dertours,none,none
_1P,Travelport Worldspan,none,none
_1Q,Joint Stock Company Ital,none,none
_1R,Bird Information Systems,none,none
_1S,Sabre,none,none
_1T,East Line,none,none
_1U,ITA Software,none,none
_1V,Galileo International,none,none
_1W,Sabre,none,none
_1X,Branson Air Express,none,none
_1Y,Electronic Data Systems (EDS),none,none
_1Z,Fantasia Info Network,none,none
_2A,Deutsche Bahn,none,none
_2B,Albawings,none,none
_2C,SNCF,none,none
_2D,"Eastern Airlines, LLC",none,none
_2E,Smokey Bay Air,none,none
_2F,Fair Aviation,none,none
_2G,Angara Airlines,none,none
_2H,Thalys,none,none
_2I,Star Perú,none,none
_2J,Air Burkina,none,none
_2K,Aerolineas Galapagos,none,none
_2L,Helvetic Airways,none,none
_2M,Maya Island Air,none,none
_2N,Nextjet,none,none
_2O,Redemption,none,none
_2P,PAL Express,none,none
_2Q,Air Cargo Carriers,none,none
_2R,VIA Rail Canada,none,none
_2S,Air Carnival,none,none
_2T,Timbis Air,none,none
_2U,Ero Sun d'Or,none,none
_2V,Amtrak,none,none
_2W,"World 2 Fly, S.L",none,none
_2Z,Passaredo Transportes,none,none
_3A,Chu Kong Passenger Transport,none,none
_3B,Job Air,none,none
_3C,Air Chathams,none,none
_3D,Dokasch,none,none
_3E,Multi Aero,none,none
_3F,FlyOne Armenia,none,none
_3G,AsiaCargo Express,none,none
_3H,Air Inuit,none,none
_3I,Pison Airways Ltd,none,none
_3J,Jubba Airways Kenya,none,none
